TI3;"BalWhale""""";"Jwhit""""";"NorPout""""";"Sprat""""";"Mack""""";"Sande""""";"FiltFeedPelaFish""""";"SquidCuttFish""""";"CarnZoopl""""";"GelZoopl""""";"ToothWhale""""";"Jcod""""";"Awhit""""";"Ahadd""""";"Jsaithe""""";"Ashaite""""";"Hake""""";"Lgado""""";"Sgado""""";"Aherr""""";"HorMack""""";"Seal""""";"Acod""""";"MonkFish""""";"Plai""""";"Dab""""";"LRDab""""";"Flou""""";"Sole""""";"LemSole""""";"Witch""""";"TurBrill""""";"Meg""""";"Dragon""""";"SdemFish""""";"Bird""""";"Jherr""""";"HerbOmnZoopl""""";"Spur""""";"Ssha""""";"EpiFauMacroBenth""""";"InFauMacroBenth""""";"Jray""""";"Lcrab""""";"Shri""""";"SMobEpiFai""""";"SInFau""""";"MeioFau""""";"StarRay""""";"ThornRay""""";"SkateRay""""";"Jhadd""""";"Gurna""""";"Hal""""";"Neph""""";"SessEpiBenth""""";"BlueWhit""""";"LdemFish""""";"PlMicroFlo""""";"Phyto""""";"FishLarv""""";"CatFish""""";"BenthMicroFlo""""";;SUM;
"BlueWhit""""";0,02;0,06;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,03;0,02;0,07;0,06;0,06;0,07;0,05;0;0,03;0,07;0,07;0,07;0,01;0,04;0;0,06;0,07;0,06;0,06;0,05;0,06;0,06;0,03;0;0,06;0,07;0,05;0,07;0,07;0;0;0,07;0,07;0,06;0,06;0,07;0,07;0,07;0,07;0,04;0,02;0,03;0,06;0,03;0,01;0,07;0,07;0;0,02;0,07;0,07;0,06;0,02;0,07;;3,22;0,0141
"CarnZoopl""""";0,02;0,08;0,13;0,15;0,13;0,22;0,08;0,12;0;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,23;0;0;0,22;0,22;0,08;0,13;0,18;0,21;0,22;0,22;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,22;0,07;0,02;0,23;0,23;0,17;0,02;0,23;;5,98;0,0262
"CatFish""""";0,01;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,02;0,01;0;0,02;0,02;0,02;0,02;0;0,02;0;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0;0,02;0,02;0,01;0,02;0,02;0;0;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0;0,02;0,02;0,02;0;0,02;0,02;0,02;0;0,02;;1,2;0,0053
"Dab""""";0,02;0,08;0,11;0,12;0,12;0,14;0,08;0,1;0,14;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,11;0,1;0,01;0,05;0;0,09;0;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,14;0;0;0,14;0,14;0,08;0,13;0,14;0,14;0,14;0,14;0,05;0,03;0,04;0,07;0,04;0,01;0,12;0,14;0,07;0,02;0,14;0,14;0,11;0,02;0,14;;4,87;0,0214
"Dragon""""";0,01;0,07;0,07;0,07;0,07;0,07;0,06;0,07;0,07;0,02;0,01;0,07;0,07;0,07;0,06;0,03;0;0,02;0,07;0,07;0,07;0;0,04;0;0,07;0,07;0,07;0,07;0,06;0,07;0,07;0,02;0;0;0,07;0,03;0,07;0,07;0;0;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,04;0,03;0,03;0,06;0,03;0;0,07;0,07;0,06;0,01;0,07;0,07;0,06;0,02;0,07;;3,23;0,0142
"EpiFauMacroBenth""""";0,02;0,08;0,13;0,15;0,13;0,23;0,08;0,12;0,22;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,36;0;0;0;0,34;0,08;0,13;0,19;0,33;0,34;0,34;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,36;0,07;0,02;0,34;0,31;0,17;0,02;0,36;;7,06;0,0310
"FiltFeedPelaFish""""";0,02;0,07;0,08;0,08;0,08;0,08;0;0,08;0,08;0,03;0,02;0,08;0,07;0,07;0,08;0,05;0;0,03;0,08;0,08;0,08;0,01;0,05;0;0,07;0,08;0,07;0,07;0,06;0,07;0,06;0,03;0;0,06;0,08;0,05;0,08;0,08;0;0;0,08;0,08;0,07;0,07;0,08;0,08;0,08;0,08;0,05;0,03;0,04;0,06;0,04;0,01;0,08;0,08;0,07;0,02;0,08;0,08;0,07;0,02;0,08;;3,58;0,0157
"FishLarv""""";0,02;0,07;0,12;0,14;0,12;0,17;0,07;0,11;0,17;0,02;0,02;0,08;0,07;0,07;0,07;0,05;0;0,02;0,08;0,13;0,1;0,01;0,04;0;0,08;0,11;0,07;0,07;0,06;0,07;0,06;0,02;0;0,06;0,08;0,05;0,09;0,17;0;0;0,17;0,17;0,07;0,1;0,14;0,17;0,17;0,17;0,04;0,02;0,03;0,06;0,03;0,01;0,13;0,17;0,06;0,02;0,17;0,17;0;0,02;0,17;;5,05;0,0221
"Flou""""";0,02;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,03;0,02;0,08;0,08;0,08;0,07;0,04;0;0,03;0,08;0,08;0,08;0,01;0,05;0;0,08;0,08;0,08;0;0,06;0,08;0,07;0,03;0;0,07;0,08;0,04;0,08;0,08;0;0;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,05;0,03;0,04;0,07;0,04;0,01;0,08;0,08;0,06;0,02;0,08;0,08;0,07;0,02;0,08;;3,64;0,0160
"GelZoopl""""";0,01;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0;0,01;0,03;0,03;0,03;0,03;0,02;0;0,02;0,03;0,03;0,03;0,01;0,02;0;0,03;0,03;0,03;0,03;0,02;0,03;0,02;0,02;0;0,02;0,03;0,02;0,03;0,03;0;0;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,02;0,02;0,02;0,03;0,02;0,01;0,03;0,03;0,03;0,02;0,03;0,03;0,02;0,02;0,03;;1,55;0,0068
"Gurna""""";0,02;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,02;0,02;0,04;0,04;0,04;0,04;0,02;0;0,02;0,04;0,04;0,04;0,01;0,04;0;0,04;0,04;0,04;0,04;0,03;0,04;0,03;0,03;0;0,03;0,04;0,02;0,04;0,04;0;0;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,03;0,04;0,04;0;0,01;0,04;0,04;0,03;0,01;0,04;0,04;0,03;0,02;0,04;;1,97;0,0086
"Hake""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0,0000
"Hal""""";0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0;0,01;0,01;0,01;0,01;0,01;0,01;0;0,01;0,01;0,01;0,01;0;0,01;0;0,01;0;0;0,01;0,01;0,01;0,01;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0;0,01;0,01;0,01;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0;0,01;;0,41;0,0018
"HerbOmnZoopl""""";0,02;0,08;0,13;0,15;0,13;0,23;0,08;0,12;0,23;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0;0;0;0,36;0,35;0,08;0,13;0,19;0,33;0,36;0,37;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,36;0,07;0,02;0,37;0,34;0,17;0,02;0,38;;7,21;0,0316
"HorMack""""";0,02;0,08;0,1;0,1;0,1;0,1;0,08;0,1;0,1;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,1;0;0,01;0,05;0;0,08;0,1;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,1;0;0;0,1;0,1;0,08;0,1;0,1;0,1;0,1;0,1;0,05;0,03;0,04;0,07;0,04;0,01;0,1;0,1;0,07;0,02;0,1;0,1;0,1;0,02;0,1;;4,24;0,0186
"InFauMacroBenth""""";0,02;0,08;0,13;0,15;0,13;0,23;0,08;0,12;0,22;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,35;0;0;0,34;0;0,08;0,13;0,19;0,33;0,4;0,4;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,34;0,07;0,02;0,4;0,31;0,17;0,02;0,4;;7,25;0,0318
"Jcod""""";0,02;0,08;0,09;0,09;0,09;0,09;0,08;0,09;0,09;0,03;0,02;0;0,08;0,08;0,08;0,05;0;0,03;0,09;0,09;0,09;0,01;0,05;0;0,08;0,09;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,09;0,09;0;0;0,09;0,09;0,08;0,08;0,09;0,09;0,09;0,09;0,05;0,03;0,04;0,07;0,04;0,01;0,09;0,09;0,07;0,02;0,09;0,09;0,08;0,02;0,09;;3,88;0,0170
"Jhadd""""";0,02;0,07;0,07;0,07;0,07;0,07;0,06;0,07;0,07;0,03;0,02;0,07;0,07;0,07;0,06;0,03;0;0,03;0,07;0,07;0,07;0,01;0,05;0;0,07;0,07;0,07;0,07;0,06;0,07;0,06;0,03;0;0,06;0,07;0,03;0,07;0,07;0;0;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,05;0,03;0,04;0;0,04;0,01;0,07;0,07;0,06;0,02;0,07;0,07;0,06;0,02;0,07;;3,31;0,0145
"Jherr""""";0,02;0,08;0,1;0,1;0,1;0,1;0,08;0,1;0,1;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,1;0,1;0,01;0,05;0;0,08;0,1;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0;0,1;0;0;0,1;0,1;0,08;0,09;0,1;0,1;0,1;0,1;0,05;0,03;0,04;0,07;0,04;0,01;0,1;0,1;0,07;0,02;0,1;0,1;0,09;0,02;0,1;;4,06;0,0178
"Jray""""";0,02;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,03;0,02;0,08;0,08;0,08;0,07;0,04;0;0,03;0,08;0,08;0,08;0,01;0,05;0;0,08;0,08;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,08;0,04;0,08;0,08;0;0;0,08;0,08;0;0,08;0,08;0,08;0,08;0,08;0,05;0,03;0,04;0,07;0,04;0,01;0,08;0,08;0,06;0,02;0,08;0,08;0,07;0,02;0,08;;3,64;0,0160
"Jsaithe""""";0,02;0,07;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,03;0,02;0,08;0,07;0,07;0;0,05;0;0,03;0,08;0,08;0,08;0,01;0,05;0;0,07;0,08;0,07;0,07;0,06;0,07;0,06;0,03;0;0,06;0,08;0,05;0,08;0,08;0;0;0,08;0,08;0,07;0,07;0,08;0,08;0,08;0,08;0,05;0,03;0,04;0,06;0,04;0,01;0,08;0,08;0,07;0,02;0,08;0,08;0,07;0,02;0,08;;3,58;0,0157
"Jwhit""""";0,02;0;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,03;0,02;0,08;0,08;0,08;0,07;0,04;0;0,03;0,08;0,08;0,08;0,01;0,05;0;0,08;0,08;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,08;0,04;0,08;0,08;0;0;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,05;0,03;0,04;0,07;0,04;0,01;0,08;0,08;0,06;0,02;0,08;0,08;0,07;0,02;0,08;;3,64;0,0160
"Lcrab""""";0,02;0,08;0,1;0,11;0,11;0,13;0,07;0,1;0,13;0,03;0,02;0,08;0,08;0,08;0,07;0,04;0;0,03;0,08;0,1;0,1;0,01;0,05;0;0,09;0,13;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,08;0,04;0,09;0,13;0;0;0,13;0,13;0,08;0;0,13;0,13;0,13;0,13;0,05;0,03;0,04;0,07;0,04;0,01;0,11;0,13;0,06;0,02;0,13;0,13;0,1;0,02;0,13;;4,53;0,0199
"LdemFish""""";0,01;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,02;0,02;0;0,02;0,02;0,02;0,02;0,01;0,01;0;0,02;0,02;0,02;0,02;0;0,02;0,01;0,01;0;0,01;0,02;0,02;0,02;0,02;0;0;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,01;0;0,01;0,02;0,01;0,01;0,02;0,02;0,02;0;0,02;0,02;0,02;0;0,02;;0,77;0,0034
"LemSole""""";0,02;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,03;0,02;0,08;0,08;0,08;0,07;0,04;0;0,03;0,08;0,08;0,08;0,01;0,05;0;0,08;0,08;0,08;0,08;0,06;0;0,07;0,03;0;0,07;0,08;0,04;0,08;0,08;0;0;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,05;0,03;0,04;0,07;0,04;0,01;0,08;0,08;0,06;0,02;0,08;0,08;0,07;0,02;0,08;;3,64;0,0160
"Lgado""""";0,02;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,02;0,02;0,03;0,03;0,03;0,03;0,02;0;0;0,03;0,03;0,03;0,01;0,02;0;0,03;0,03;0,03;0,03;0,02;0,03;0,02;0,02;0;0,02;0,03;0,02;0,03;0,03;0;0;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,02;0,02;0,02;0,03;0,02;0,01;0,03;0,03;0,03;0,02;0,03;0,03;0,02;0,02;0,03;;1,58;0,0069
"LRDab""""";0,02;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,03;0,02;0,08;0,08;0,08;0,07;0,04;0;0,03;0,08;0,08;0,08;0,01;0,05;0;0,08;0,08;0;0,08;0,06;0,08;0,07;0,03;0;0,07;0,08;0,04;0,08;0,08;0;0;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,05;0,03;0,04;0,07;0,04;0,01;0,08;0,08;0,06;0,02;0,08;0,08;0,07;0,02;0,08;;3,64;0,0160
"Mack""""";0,02;0,08;0,12;0,13;0;0,13;0,08;0,11;0,13;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,12;0,1;0,01;0,05;0;0,09;0,12;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,13;0;0;0,13;0,13;0,08;0,11;0,13;0,13;0,13;0,13;0,05;0,03;0,04;0,07;0,04;0,01;0,12;0,13;0,07;0,02;0,13;0,13;0,12;0,02;0,13;;4,69;0,0206
"Meg""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0,0000
"MeioFau""""";0,02;0,08;0,13;0,15;0,13;0,23;0,08;0,12;0,22;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,37;0;0;0,34;0,4;0,08;0,13;0,19;0,33;0,4;0;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,34;0,07;0,02;0,4;0,33;0,17;0,02;0,4;;7,32;0,0321
"MonkFish""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0,0000
"Neph""""";0,02;0,08;0,12;0,13;0,12;0,14;0,08;0,12;0,14;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,12;0,1;0,01;0,05;0;0,09;0,12;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,14;0;0;0,14;0,14;0,08;0,11;0,14;0,14;0,14;0,14;0,05;0,03;0,04;0,07;0,04;0,01;0;0,14;0,07;0,02;0,14;0,14;0,13;0,02;0,14;;4,92;0,0216
"NorPout""""";0,02;0,08;0;0,13;0,12;0,13;0,08;0,12;0,13;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,08;0,11;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,13;0;0;0,13;0,13;0,08;0,1;0,13;0,13;0,13;0,13;0,05;0,03;0,04;0,07;0,04;0,01;0,12;0,13;0,07;0,02;0,13;0,13;0,12;0,02;0,13;;4,68;0,0205
"Phyto""""";0,02;0,08;0,13;0,15;0,13;0,22;0,08;0,12;0,23;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,34;0;0;0,31;0,31;0,08;0,13;0,18;0,29;0,32;0,33;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,31;0,07;0,02;0,33;0;0,17;0,02;0,34;;6,85;0,0300
"Plai""""";0,02;0,08;0,08;0,09;0,09;0,09;0,07;0,08;0,09;0,03;0,02;0,08;0,08;0,08;0,07;0,04;0;0,03;0,08;0,08;0,08;0,01;0,05;0;0;0,09;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,08;0,04;0,08;0,09;0;0;0,09;0,09;0,08;0,09;0,09;0,09;0,09;0,09;0,05;0,03;0,04;0,07;0,04;0,01;0,09;0,09;0,06;0,02;0,09;0,09;0,08;0,02;0,09;;3,79;0,0166
"PlMicroFlo""""";0,02;0,08;0,13;0,15;0,13;0,23;0,08;0,12;0,23;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,37;0;0;0,34;0,4;0,08;0,13;0,19;0,33;0,4;0,4;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,34;0,07;0,02;0;0,33;0,17;0,02;0,4;;7,31;0,0321
"Sande""""";0,02;0,08;0,13;0,15;0,13;0;0,08;0,12;0,22;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,23;0;0;0,23;0,23;0,08;0,13;0,19;0,22;0,23;0,23;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,23;0,07;0,02;0,23;0,22;0,17;0,02;0,23;;6,03;0,0264
"SdemFish""""";0,02;0,08;0,09;0,09;0,09;0,09;0,08;0,09;0,09;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,09;0,09;0,01;0,05;0;0,08;0,09;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0;0,05;0,09;0,09;0;0;0,09;0,09;0,08;0,08;0,09;0,09;0,09;0,09;0,05;0,03;0,04;0,07;0,04;0,01;0,09;0,09;0,07;0,02;0,09;0,09;0,08;0,02;0,09;;3,88;0,0170
"Seal""""";0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0;0,01;0,01;0,01;0,01;0;0,01;0;0,01;0,01;0,01;0,01;0;0,01;0;0,01;0;0;0,01;0,01;0,01;0,01;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0;0,01;;0,41;0,0018
"SessEpiBenth""""";0,02;0,08;0,13;0,15;0,13;0,23;0,08;0,12;0,22;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,36;0;0;0,36;0,34;0,08;0,13;0,19;0,33;0,34;0,34;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0;0,07;0,02;0,34;0,31;0,17;0,02;0,36;;7,06;0,0310
"Sgado""""";0,02;0,08;0,09;0,09;0,09;0,09;0,08;0,09;0,09;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0;0,09;0,09;0,01;0,05;0;0,08;0,09;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,09;0,09;0;0;0,09;0,09;0,08;0,08;0,09;0,09;0,09;0,09;0,05;0,03;0,04;0,07;0,04;0,01;0,09;0,09;0,07;0,02;0,09;0,09;0,08;0,02;0,09;;3,88;0,0170
"Shri""""";0,02;0,08;0,13;0,14;0,13;0,19;0,08;0,12;0,18;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,19;0;0;0,19;0,19;0,08;0,13;0;0,19;0,19;0,19;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,19;0,07;0,02;0,19;0,18;0,14;0,02;0,19;;5,56;0,0244
"SInFau""""";0,02;0,08;0,13;0,15;0,13;0,23;0,08;0,12;0,22;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,36;0;0;0,34;0,4;0,08;0,13;0,19;0,33;0;0,4;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,34;0,07;0,02;0,4;0,32;0,17;0,02;0,4;;7,28;0,0319
"SkateRay""""";0,02;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,02;0,02;0,04;0,04;0,04;0,04;0,02;0;0,02;0,04;0,04;0,04;0,01;0,04;0;0,04;0,04;0,04;0,04;0,03;0,04;0,03;0,03;0;0,03;0,04;0,02;0,04;0,04;0;0;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,03;0;0,04;0,04;0,01;0,04;0,04;0,03;0,01;0,04;0,04;0,03;0,02;0,04;;1,97;0,0086
"SMobEpiFai""""";0,02;0,08;0,13;0,15;0,13;0,22;0,08;0,12;0,21;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,14;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,33;0;0;0,33;0,33;0,08;0,13;0,19;0;0,33;0,33;0,05;0,03;0,04;0,07;0,04;0,01;0,14;0,33;0,07;0,02;0,33;0,29;0,17;0,02;0,33;;6,92;0,0303
"Sole""""";0,01;0,06;0,06;0,06;0,06;0,06;0,06;0,06;0,06;0,02;0,01;0,06;0,06;0,06;0,06;0,02;0;0,02;0,06;0,06;0,06;0;0,04;0;0,06;0,06;0,06;0,06;0;0,06;0,06;0,02;0;0,06;0,06;0,02;0,06;0,06;0;0;0,06;0,06;0,06;0,06;0,06;0,06;0,06;0,06;0,04;0,03;0,03;0,06;0,03;0;0,06;0,06;0,05;0;0,06;0,06;0,06;0,02;0,06;;2,87;0,0126
"Sprat""""";0,02;0,08;0,13;0;0,13;0,15;0,08;0,12;0,15;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,13;0,1;0,01;0,05;0;0,09;0,12;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,15;0;0;0,15;0,15;0,08;0,11;0,14;0,15;0,15;0,15;0,05;0,03;0,04;0,07;0,04;0,01;0,13;0,15;0,07;0,02;0,15;0,15;0,14;0,02;0,15;;5,06;0,0222
"Spur""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0,0000
"SquidCuttFish""""";0,02;0,08;0,12;0,12;0,11;0,12;0,08;0;0,12;0,03;0,02;0,09;0,08;0,08;0,08;0,05;0;0,03;0,09;0,12;0,1;0,01;0,05;0;0,08;0,1;0,08;0,08;0,06;0,08;0,07;0,03;0;0,07;0,09;0,05;0,1;0,12;0;0;0,12;0,12;0,08;0,1;0,12;0,12;0,12;0,12;0,05;0,03;0,04;0,07;0,04;0,01;0,12;0,12;0,07;0,02;0,12;0,12;0,11;0,02;0,12;;4,53;0,0199
"Ssha""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0,0000
"StarRay""""";0,02;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,02;0,02;0,05;0,05;0,05;0,05;0,02;0;0,02;0,05;0,05;0,05;0,01;0,05;0;0,05;0,05;0,05;0,05;0,04;0,05;0,04;0,03;0;0,04;0,05;0,02;0,05;0,05;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0;0,03;0,04;0,05;0,04;0,01;0,05;0,05;0,04;0,01;0,05;0,05;0,04;0,02;0,05;;2,31;0,0101
"ThornRay""""";0,01;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,02;0,01;0,03;0,03;0,03;0,03;0,01;0;0,02;0,03;0,03;0,03;0;0,03;0;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,02;0;0,03;0,03;0,01;0,03;0,03;0;0;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0;0,03;0,03;0,03;0;0,03;0,03;0,02;0;0,03;0,03;0,02;0,02;0,03;;1,56;0,0068
"ToothWhale""""";0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,01;0;0,02;0,02;0,02;0,02;0,02;0;0,02;0,02;0,02;0,02;0,01;0,02;0;0,02;0,02;0,02;0,02;0,01;0,02;0,01;0,02;0;0,01;0,02;0,02;0,02;0,02;0;0;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,01;0,02;;0,83;0,0036
"TurBrill""""";0,02;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,02;0,02;0,03;0,03;0,03;0,03;0,02;0;0,02;0,03;0,03;0,03;0,01;0,03;0;0,03;0,03;0,03;0,03;0,02;0,03;0,02;0;0;0,02;0,03;0,02;0,03;0,03;0;0;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,02;0,03;0,03;0,03;0,01;0,03;0,03;0,03;0,01;0,03;0,03;0,02;0,02;0,03;;1,61;0,0071
